AllAuthors,FirstName1stAuthor,Gender,FirstAuthorCountry,Year,NumberOfAuthors,Title,Conference,FirstName2ndAuthor,Gender2,FirstName3rdAuthor,Gender3,FirstName4thAuthor,Gender4,FirstName5thAuthor,Gender5,FirstName6thAuthor,Gender6,FirstName7thAuthor,Gender7,FirstName8thAuthor,Gender8,FirstName9thAuthor,Gender9,FirstName10thAuthor,Gender10
"[u'Kapur, Ajay', u'Essl, Georg', u'Davidson, Philip L.', u'Cook, Perry R.']",Ajay,male,America,2002,4,The Electronic Tabla Controller,NIME,Georg,male,Philip,male,Perry,male,,,,,,,,,,,,,,
"[u'Kessous, Lo\\""{\\i}c']",Loïc,male,France,2002,1,"Bi-manual Mapping Experimentation, with Angular Fundamental Frequency Control and Sound Color Navigation",NIME,,,,,,,,,,,,,,,,,,,,
"[u'Machover, Tod']",Tod,male,America,2002,1,"Instruments, Interactivity, and Inevitability",NIME,,,,,,,,,,,,,,,,,,,,
"[u'Mandelis, James']",James,male,England,2002,1,Adaptive Hyperinstruments: Applying Evolutionary Techniques to Sound Synthesis and Performance,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Marshall, Mark T.', u'Rath, Matthias', u'Moynihan, Breege']",Mark,male,Ireland,2002,3,The Virtual Bodhran -- The Vodhran,NIME,Matthias,male,Breege,None,,,,,,,,,,,,,,,,
"[u'Mccaig, Graeme', u'Fels, Sidney S.']",Graeme,male,Canada,2002,2,Playing on Heart-Strings: Experiences with the 2{H}earts System,NIME,Sidney,male,,,,,,,,,,,,,,,,,,
"[u'McElligott, Lisa', u'Dixon, Edward', u'Dillon, Michelle']",Lisa,female,Ireland,2002,3,`PegLegs in Music' Processing the Effort Generated by Levels of Expressive Gesturing in Music,NIME,Edward,male,Michelle,female,,,,,,,,,,,,,,,,
"[u'Ng, Kia']",Kia,female,England,2002,1,Interactive Gesture Music Performance Interface,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Nichols, Charles']",Charles,male,America,2002,1,The vBow: Development of a Virtual Violin Bow Haptic Human-Computer Interface,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Oboe, Roberto', u'De Poli, Giovanni']",Roberto,male,Italy,2002,2,Multi-instrument Virtual Keyboard -- The MIKEY Project,NIME,Giovanni,male,,,,,,,,,,,,,,,,,,
"[u'Paine, Garth']",Garth,male,England,2002,1,GESTATION,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Pardue, Laurel S.', u'Paradiso, Joseph A.']",Laurel,female,America,2002,2,Musical Navigatrics: New Musical Interactions with Passive Magnetic Tags,NIME,Joseph,male,,,,,,,,,,,,,,,,,,
"[u'Patten, James', u'Recht, Ben', u'Ishii, Hiroshi']",James,male,America,2002,3,Audiopad: A Tag-based Interface for Musical Performance,NIME,Ben,male,Hiroshi,male,,,,,,,,,,,,,,,,
"[u'Schnell, Norbert', u'Battier, Marc']",Norbert,male,France,2002,2,"Introducing Composed Instruments, Technical and Musicological Implications",NIME,Marc,male,,,,,,,,,,,,,,,,,,
"[u'Smyth, Tamara', u'Smith, Julius O.']",Tamara,female,America,2002,2,Creating Sustained Tones with the Cicada's Rapid Sequential Buckling Mechanism,NIME,Julius,male,,,,,,,,,,,,,,,,,,
"[u'Tanaka, Atau', u'Knapp, Benjamin']",Atau,None,France,2002,2,Multimodal Interaction in Music Using the Electromyogram and Relative Position Sensing,NIME,Benjamin,male,,,,,,,,,,,,,,,,,,
"[u'Verplank, Bill', u'Gurevich, Michael', u'Mathews, Max']",Bill,male,America,2002,3,THE PLANK: Designing a Simple Haptic Controller.,NIME,Michael,male,Max,male,,,,,,,,,,,,,,,,
"[u'Vogt, Florian', u'Mccaig, Graeme', u'Ali, Mir A.', u'Fels, Sidney S.']",Florian,male,Canada,2002,4,Tongue `n' Groove: An Ultrasound based Music Controller,NIME,Graeme,male,Mir,male,Sidney,male,,,,,,,,,,,,,,
"[u'Weinberg, Gil', u'Aimi, Roberto', u'Jennings, Kevin']",Gil,male,America,2002,3,The Beatbug Network -A Rhythmic System for Interdependent Group Collaboration,NIME,Roberto,male,Kevin,male,,,,,,,,,,,,,,,,
"[u'Wessel, David', u'Wright, Matthew', u'Schott, John']",David,male,America,2002,3,Intimate Musical Control of Computers with a Variety of Controllers and Gesture Mapping Metaphors,NIME,Matthew,male,John,male,,,,,,,,,,,,,,,,
"[u'Wilkerson, Carr', u'Serafin, Stefania', u'Ng, Carmen']",Carr,male,America,2002,3,The Mutha Rubboard Controller,NIME,Stefania,female,Carmen,female,,,,,,,,,,,,,,,,
"[u'Winkler, Todd']",Todd,male,America,2002,1,"Fusing Movement, Sound, and Video in Falling Up, an Interactive Dance/Theatre Production",NIME,,,,,,,,,,,,,,,,,,,,
"[u'Wynnychuk, Jordan', u'Porcher, Richard', u'Brajovic, Lucas', u'Brajovic, Marko', u'Platas, Nacho']",Jordan,male,Spain,2002,5,sutoolz 1.0 alpha : {3D} Software Music Interface,NIME,Richard,male,Lucas,male,Marko,male,Nacho,male,,,,,,,,,,,,
"[u'Young, Diana']",Diana,female,America,2002,1,The Hyperbow Controller: Real-Time Dynamics Measurement of Violin Performance,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Allison, Jesse T.', u'Place, Timothy']",Jesse,male,America,2003,2,SensorBox: Practical Audio Interface for Gestural Performance,NIME,Timothy,male,,,,,,,,,,,,,,,,,,
"[u'Andersen, Tue H.']",Tue,male,Denmark,2003,1,Mixxx : Towards Novel DJ Interfaces,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Baalman, Marije A.']",Marije,female,Germany,2003,1,The STRIMIDILATOR: a String Controlled MIDI-Instrument,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Baird, Kevin C.']",Kevin,male,America,2003,1,Multi-Conductor: An Onscreen Polymetrical Conducting and Notation Display System,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Blaine, Tina', u'Fels, Sidney S.']",Tina,female,America,2003,2,Contexts of Collaborative Musical Experiences,NIME,Sidney,male,,,,,,,,,,,,,,,,,,
"[u'Burtner, Matthew']",Matthew,male,America,2003,1,Composing for the (dis)Embodied Ensemble : Notational Systems in (dis)Appearances,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Cadoz, Claude', u'Luciani, Annie', u'Florens, Jean-Loup', u""Castagn\\'{e}, Nicolas""]",Claude,male,"Montreal, Canada",2003,4,{AC}ROE - {ICA} Artistic Creation and Computer Interactive Multisensory Simulation Force Feedback Gesture Transducers,NIME,Annie,female,Jean-Loup,male,Nicolas,male,,,,,,,,,,,,,,
"[u'Cannon, Cormac', u'Hughes, Stephen', u""O'Modhrain, Sile""]",Cormac,male,Canada,2003,3,EpipE: Exploration of the Uilleann Pipes as a Potential Controller for Computer-based Music,NIME,Stephen,male,Sile,male,,,,,,,,,,,,,,,,
"[u'Choi, Insook']",Insook,female,England,2003,1,A Component Model of Gestural Primitive Throughput,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Couturier, Jean-Michel', u'Arfib, Daniel']",Jean-Michel,male,France,2003,2,Pointing Fingers: Using Multiple Direct Interactions with Visual Objects to Perform Music,NIME,Daniel,male,,,,,,,,,,,,,,,,,,
"[u'Dobrian, Christopher', u""Bevilacqua, Fr\\'{e}d\\'{e}ric""]",Christopher,male,America,2003,2,Gestural Control of Music Using the Vicon 8 Motion Capture System,NIME,Frédéric,male,,,,,,,,,,,,,,,,,,
"[u""Fl\\'{e}ty, Emmanuel"", u'Sirguy, Marc']",Emmanuel,male,France,2003,2,EoBody : a Follow-up to AtoMIC Pro{\textquoteright}s Technology,NIME,Marc,male,,,,,,,,,,,,,,,,,,
"[u'Gaye, Lalya', u""Maz\\'{e}, Ramia"", u'Holmquist, Lars E.']",Lalya,female,Sweden,2003,3,Sonic City: The Urban Environment as a Musical Interface,NIME,Ramia,female,Lars,male,,,,,,,,,,,,,,,,
"[u'Hatanaka, Motohide']",Motohide,None,America,2003,1,Ergonomic Design of A Portable Musical Instrument,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Hewitt, Donna', u'Stevenson, Ian']",Donna,female,Australia,2003,2,E-mic: Extended Mic-stand Interface Controller,NIME,Ian,male,,,,,,,,,,,,,,,,,,
"[u'Hoskinson, Reynald', u'van den Doel, Kees', u'Fels, Sidney S.']",Reynald,male,Canada,2003,3,Real-time Adaptive Control of Modal Synthesis,NIME,Kees,male,Sidney,male,,,,,,,,,,,,,,,,
"[u'Howard, David M.', u'Rimell, Stuart', u'Hunt, Andy D.']",David,male,England,2003,3,Force Feedback Gesture Controlled Physical Modelling Synthesis,NIME,Stuart,male,Andy,male,,,,,,,,,,,,,,,,
"[u'Hunt, Andy D.', u'Kirk, Ross']",Andy,male,England,2003,2,"MidiGrid: Past, Present and Future",NIME,Ross,male,,,,,,,,,,,,,,,,,,
"[u'Jord\\`{a}, Sergi']",Sergi,male,Spain,2003,1,Sonigraphical Instruments: From {FM}OL to the reacTable*,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Kartadinata, Sukandar']",Sukandar,None,Germany,2003,1,The Gluiph: a Nucleus for Integrated Instruments,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Kessous, Lo\\""{\\i}c', u'Arfib, Daniel']",Loïc,male,France,2003,2,Bimanuality in Alternate Musical Instruments,NIME,Daniel,male,,,,,,,,,,,,,,,,,,
"[u'Kleinsasser, William']",William,male,America,2003,1,"Dsp.rack: Laptop-based Modular, Programmable Digital Signal Processing and Mixing for Live Performance",NIME,,,,,,,,,,,,,,,,,,,,
"[u'Laibowitz, Mat']",Mat,male,America,2003,1,BASIS: A Genesis in Musical Interfaces,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Lyons, Michael J.', u'Haehnel, Michael', u'Tetsutani, Nobuji']",Michael,male,Japan,2003,3,"Designing, Playing, and Performing with a Vision-based Mouth Interface",NIME,Michael,male,Nobuji,None,,,,,,,,,,,,,,,,
"[u'Merrill, David']",David,male,America,2003,1,Head-Tracking for Gestural and Continuous Control of Parameterized Audio Effects,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Modler, Paul', u'Myatt, Tony', u'Saup, Michael']",Paul,male,Germany,2003,3,An Experimental Set of Hand Gestures for Expressive Control of Musical Parameters in Realtime,NIME,Tony,male,Michael,male,,,,,,,,,,,,,,,,
"[u'Momeni, Ali', u'Wessel, David']",Ali,male,"Montreal, Canada",2003,2,Characterizing and Controlling Musical Material Intuitively with Geometric Models,NIME,David,male,,,,,,,,,,,,,,,,,,
"[u'Muth, David', u'Burton, Ed']",David,male,America,2003,2,Sodaconductor,NIME,Ed,male,,,,,,,,,,,,,,,,,,
"[u'Nagashima, Yoichi']",Yoichi,male,Japan,2003,1,Bio-Sensing Systems and Bio-Feedback Systems for Interactive Media Arts,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Nakra, Teresa M.']",Teresa,female,America,2003,1,Immersion Music: a Progress Report,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Newton-Dunn, Henry', u'Nakano, Hiroaki', u'Gibson, James']",Henry,male,Japan,2003,3,Block Jam: A Tangible Interface for Interactive Music,NIME,Hiroaki,male,James,male,,,,,,,,,,,,,,,,
"[u'Nishimoto, Kazushi', u'Oshima, Chika', u'Miyagawa, Yohei']",Kazushi,male,Japan,2003,3,Why Always Versatile? Dynamically Customizable Musical Instruments Facilitate Expressive Performances,NIME,Chika,female,Yohei,male,,,,,,,,,,,,,,,,
"[u'Orio, Nicola', u'Lemouton, Serge', u'Schwarz, Diemo']",Nicola,female,Italy,2003,3,Score Following: State of the Art and New Developments,NIME,Serge,male,Diemo,None,,,,,,,,,,,,,,,,
"[u""Palacio-Quintin, Cl\\'{e}o""]",Cléo,None,Canada,2003,1,The Hyper-Flute,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Paradiso, Joseph A.']",Joseph,male,America,2003,1,Dual-Use Technologies for Electronic Music Controllers: A Personal Perspective,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Peiper, Chad', u'Warden, David', u'Garnett, Guy']",Chad,male,America,2003,3,An Interface for Real-time Classification of Articulations Produced by Violin Bowing,NIME,David,male,Guy,male,,,,,,,,,,,,,,,,
"[u'Ryan, Joel', u'Salter, Christopher L.']",Joel,male,Netherlands,2003,2,TGarden: Wearable Instruments and Augmented Physicality,NIME,Christopher,male,,,,,,,,,,,,,,,,,,
"[u'Scavone, Gary']",Gary,male,Canada,2003,1,THE PIPE: Explorations with Breath Control,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Settel, Zack', u'Lippe, Cort']",Zack,male,Canada,2003,2,Convolution Brother{\textquoteright}s Instrument Design,NIME,Cort,male,,,,,,,,,,,,,,,,,,
"[u'Shiraiwa, Hiroko', u'Segnini, Rodrigo', u'Woo, Vivian']",Hiroko,female,America,2003,3,Sound Kitchen: Designing a Chemically Controlled Musical Performance,NIME,Rodrigo,male,Vivian,female,,,,,,,,,,,,,,,,
"[u'Singer, Eric']",Eric,male,America,2003,1,Sonic Banana: A Novel Bend-Sensor-Based MIDI Controller,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Singer, Eric', u'Larke, Kevin', u'Bianciardi, David']",Eric,male,America,2003,3,LEMUR GuitarBot: MIDI Robotic String Instrument,NIME,Kevin,male,David,male,,,,,,,,,,,,,,,,
"[u'Traube, Caroline', u'Depalle, Philippe', u'Wanderley, Marcelo M.']",Caroline,female,Canada,2003,3,"Indirect Acquisition of Instrumental Gesture Based on Signal , Physical and Perceptual Information",NIME,Philippe,male,Marcelo,male,,,,,,,,,,,,,,,,
"[u'Ventura, David', u'Mase, Kenji']",David,male,America,2003,2,Duet Musical Companion: Improvisational Interfaces for Children,NIME,Kenji,male,,,,,,,,,,,,,,,,,,
"[u'Wilson, Scott', u'Gurevich, Michael', u'Verplank, Bill', u'Stang, Pascal']",Scott,male,America,2003,4,Microcontrollers in Music HCI Instruction: Reflections on our Switch to the Atmel AVR Platform,NIME,Michael,male,Bill,male,Pascal,male,,,,,,,,,,,,,,
"[u'Wright, Matthew', u'Freed, Adrian', u'Momeni, Ali']",Matthew,male,America,2003,3,OpenSound Control: State of the Art 2003,NIME,Adrian,male,Ali,male,,,,,,,,,,,,,,,,
"[u'Young, Diana', u'Essl, Georg']",Diana,female,America,2003,2,HyperPuja: A Tibetan Singing Bowl Controller,NIME,Georg,male,,,,,,,,,,,,,,,,,,
"[u'Young, Diana', u'Serafin, Stefania']",Diana,female,America,2003,2,Playability Evaluation of a Virtual Bowed String Instrument,NIME,Stefania,female,,,,,,,,,,,,,,,,,,
"[u'Argo, Mark']",Mark,male,America,2004,1,The Slidepipe: A Timeline-Based Controller for Real-Time Sample Manipulation,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Bryan-Kinns, Nick', u'Healey, Patrick G.']",Nick,male,England,2004,2,Daisyphone: Support for Remote Music Collaboration,NIME,Patrick,male,,,,,,,,,,,,,,,,,,
"[u'Burtner, Matthew']",Matthew,male,America,2004,1,A Theory of Modulated Objects for New Shamanic Controller Design,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Coduys, Thierry', u'Henry, Cyrille', u'Cont, Arshia']",Thierry,male,France,2004,3,TOASTER and KROONDE: High-Resolution and High- Speed Real-time Sensor Interfaces,NIME,Cyrille,male,Arshia,female,,,,,,,,,,,,,,,,
"[u'Cont, Arshia', u'Coduys, Thierry', u'Henry, Cyrille']",Arshia,female,France,2004,3,Real-time Gesture Mapping in Pd Environment using Neural Networks,NIME,Thierry,male,Cyrille,male,,,,,,,,,,,,,,,,
"[u""D'Arcangelo, Gideon""]",Gideon,male,America,2004,1,"Recycling Music, Answering Back: Toward an Oral Tradition of Electronic Music",NIME,,,,,,,,,,,,,,,,,,,,
"[u'Dannenberg, Roger B.']",Roger,male,America,2004,1,Aura II: Making Real-Time Systems Safe for Music,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Fels, Sidney S.', u'Kaastra, Linda', u'Takahashi, Sachiyo', u'Mccaig, Graeme']",Sidney,male,Canada,2004,4,Evolving Tooka: from Experiment to Instrument,NIME,Linda,female,Sachiyo,female,Graeme,male,,,,,,,,,,,,,,
"[u""Fl\\'{e}ty, Emmanuel"", u'Leroy, Nicolas', u'Ravarini, Jean-Christophe', u""Bevilacqua, Fr\\'{e}d\\'{e}ric""]",Emmanuel,male,France,2004,4,Versatile Sensor Acquisition System Utilizing Network Technology,NIME,Nicolas,male,Jean-Christophe,male,Frédéric,male,,,,,,,,,,,,,,
"[u'Franco, Enrique', u'Griffith, Niall J.', u'Fernstr\\""{o}m, Mikael']",Enrique,male,Ireland,2004,3,Issues for Designing a Flexible Expressive Audiovisual System for Real-time Performance \& Composition,NIME,Niall,male,Mikael,male,,,,,,,,,,,,,,,,
"[u'Gaye, Lalya', u'Holmquist, Lars E.']",Lalya,female,Sweden,2004,2,In Duet with Everyday Urban Settings: A User Study of Sonic City,NIME,Lars,male,,,,,,,,,,,,,,,,,,
"[u'Gerhard, David', u'Hepting, Daryl', u'Mckague, Matthew']",David,male,Canada,2004,3,Exploration of the Correspondence between Visual and Acoustic Parameter Spaces,NIME,Daryl,male,Matthew,male,,,,,,,,,,,,,,,,
"[u'Goto, Suguru', u'Suzuki, Takahiko']",Suguru,male,France,2004,2,"The Case Study of Application of Advanced Gesture Interface and Mapping Interface, Virtual Musical Instrument ""Le SuperPolm"" and Gesture Controller ""BodySuit""",NIME,Takahiko,male,,,,,,,,,,,,,,,,,,
"[u'Hashida, Tomoko', u'Kakehi, Yasuaki', u'Naemura, Takeshi']",Tomoko,female,Japan,2004,3,Ensemble System with i-trace,NIME,Yasuaki,male,Takeshi,male,,,,,,,,,,,,,,,,
"[u'Havel, Christophe', u'Desainte-Catherine, Myriam']",Christophe,male,France,2004,2,Modeling an Air Percussion for Composition and Performance,NIME,Myriam,female,,,,,,,,,,,,,,,,,,
"[u'Hiraga, Rumi', u'Bresin, Roberto', u'Hirata, Keiji', u'Katayose, Haruhiro']",Rumi,female,Japan,2004,4,Rencon 2004: Turing Test for Musical Expression,NIME,Roberto,male,Keiji,male,Haruhiro,male,,,,,,,,,,,,,,
"[u'Hornof, Anthony J.', u'Sato, Linda']",Anthony,male,America,2004,2,EyeMusic: Making Music with the Eyes,NIME,Linda,female,,,,,,,,,,,,,,,,,,
"[u'Hughes, Stephen', u'Cannon, Cormac', u""O'Modhrain, Sile""]",Stephen,male,Ireland,2004,3,Epipe : A Novel Electronic Woodwind Controller,NIME,Cormac,male,Sile,male,,,,,,,,,,,,,,,,
"[u'Ishida, Katsuhisa', u'Kitahara, Tetsuro', u'Takeda, Masayuki']",Katsuhisa,male,Japan,2004,3,ism: Improvisation Supporting System based on Melody Correction,NIME,Tetsuro,male,Masayuki,male,,,,,,,,,,,,,,,,
"[u'Jord\\`{a}, Sergi']",Sergi,male,Spain,2004,1,Digital Instruments and Players: Part I -- Efficiency and Apprenticeship,NIME,,,,,,,,,,,,,,,,,,,,
"[u'Kaltenbrunner, Martin', u'Geiger, G\\""{u}nter', u'Jord\\`{a}, Sergi']",Martin,male,Spain,2004,3,Dynamic Patches for Live Musical Performance,NIME,Günter,male,Sergi,male,,,,,,,,,,,,,,,,
"[u'Kapur, Ajay', u'Lazier, Ariel J.', u'Davidson, Philip L.', u'Wilson, Scott', u'Cook, Perry R.']",Ajay,male,Canada,2004,5,The Electronic Sitar Controller,NIME,Ariel,male,Philip,male,Scott,male,Perry,male,,,,,,,,,,,,
"[u'Katayose, Haruhiro', u'Okudaira, Keita']",Haruhiro,male,Japan,2004,2,Using an Expressive Performance Template in a Music Conducting Interface,NIME,Keita,male,,,,,,,,,,,,,,,,,,
"[u'Kawahara, Hideki', u'Banno, Hideki', u'Morise, Masanori']",Hideki,male,Japan,2004,3,Acappella Synthesis Demonstrations using RWC Music Database,NIME,Hideki,male,Masanori,male,,,,,,,,,,,,,,,,
"[u'Lee, Eric', u'Nakra, Teresa M.', u'Borchers, Jan']",Eric,male,Germany,2004,3,You're The Conductor: A Realistic Interactive Conducting System for Children,NIME,Teresa,female,Jan,male,,,,,,,,,,,,,,,,
"[u'Lew, Michael']",Michael,male,Ireland,2004,1,Live Cinema: Designing an Instrument for Cinema Editing as a Live Performance,NIME,,,,,,,,,,,,,,,,,,,,
