Gender1F,Gender1M,FirstAuthorCountry,Year,NumberOfAuthors,Conference,Gender2F,Gender2M,Gender3F,Gender3M,Gender4F,Gender4M,Gender5F,Gender5M,Gender6F,Gender6M,Gender7F,Gender7M,Gender8F,Gender8M,Gender9F,Gender9M,Gender10F,Gender10M,Gender11F,Gender11M,Gender12F,Gender12M,Gender13F,Gender13M,Gender14F,Gender14M,Gender15F,Gender15M,Gender16F,Gender16M,Gender17F,Gender17M,Gender11,Gender21,Gender1,Gender41,Gender51,Gender61,Gender71,Gender81,Gender91,Gender101,Gender111,Gender121,Gender131,Gender141,Gender151,Gender161,Gender171,AllAuthors,Title
0,1,Seattle United States,2001,1,NIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Robson Dominic'],PLAY! : Sound Toys For the Non Musical
0,1,Seattle United States,2001,2,NIME,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Ulyate Ryan' u'Bianciardi David'],The Interactive Dance Club : Avoiding Chaos In A Multi Participant Environment
0,1,Seattle United States,2001,3,NIME,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Verplank Bill' u'Sapp Craig' u'Mathews Max'],A Course on Controllers
0,1,Seattle United States,2001,2,NIME,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Wessel David' u'Wright Matthew'],Problems and Prospects for Intimate Musical Control of Computers
0,1,Dublin Ireland,2002,1,NIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'IXISoftware'],IXI software
0,1,Dublin Ireland,2002,1,NIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u' StanzaGroup'],Amorphoscapes \& Soundtoys
0,1,Dublin Ireland,2002,2,NIME,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Arfib Daniel' u'Dudon Jacques'],A Digital Emulator of the Photosonic Instrument
0,1,Dublin Ireland,2002,2,NIME,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[u'Baumann Alain' u""S\\'{a}nchez Rosa""]",Interdisciplinary Applications of New Instruments
0,1,Dublin Ireland,2002,1,NIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Bernard David'],Experimental Controllers for Live Electronic Music Performance (vs. Copyright).
1,0,Dublin Ireland,2002,2,NIME,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Blaine Tina' u'Forlines Clifton'],JAM-O-WORLD: Evolution of the Jam-O-Drum Multi-player Musical Controller into the Jam-O-Whirl Gaming Interface
0,1,Dublin Ireland,2002,2,NIME,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Bongers Bert' u'Harris Yolande'],A Structured Instrument Design Approach: The Video-Organ
0,1,Dublin Ireland,2002,1,NIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Burtner Matthew'],Noisegate 67 for Metasaxophone: Composition and Performance Considerations of a New Computer Music Controller
0,1,Dublin Ireland,2002,3,NIME,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Camurri Antonio' u'Trocca Riccardo' u'Volpe Gualtiero'],Interactive Systems Design: A KANSEI-based Approach
0,1,Dublin Ireland,2002,1,NIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Chadabe Joel'],The Limitations of Mapping as a Structural Descriptive in Electronic Instruments
0,1,Dublin Ireland,2002,1,NIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Couturier Jean-Michel'],A Scanned Synthesis Virtual Instrument
0,1,Dublin Ireland,2002,1,NIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[u""D'Arcangelo Gideon""]",Creating a Context for Musical Innovation: A NIME Curriculum
0,1,Dublin Ireland,2002,2,NIME,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Fels Sidney S.' u'Vogt Florian'],Tooka: Explorations of Two Person Instruments
0,1,Dublin Ireland,2002,2,NIME,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Ferris Kieran' u'Bannon Liam'],The Musical Box Garden
0,1,Dublin Ireland,2002,1,NIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[u""Fl\\'{e}ty Emmanuel""]",AtoMIC Pro: a Multiple Sensor Acquisition Device
1,0,Dublin Ireland,2002,2,NIME,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Gadd Ashley' u'Fels Sidney S.'],MetaMuse: Metaphors for Expressive Instruments
0,1,Dublin Ireland,2002,5,NIME,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[u'Griffith Niall J.' u""O'Leary Sean"" u""O'Shea Donagh"" u'Hammond Ed' u""O'Modhrain Sile""]",Circles and Seeds: Adapting Kpelle Ideas about Music Performance for Collaborative Digital Music performance
0,1,Dublin Ireland,2002,3,NIME,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[u'Gunther Eric' u'Davenport Glorianna' u""O'Modhrain Sile""]",Cutaneous Grooves: Composing for the Sense of Touch
0,1,Dublin Ireland,2002,3,NIME,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Hankins Tim' u'Merrill David' u'Robert Jocelyn'],Circular Optical Object Locator
1,0,Dublin Ireland,2002,3,NIME,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Hasan Leila' u'Yu Nicholas' u'Paradiso Joseph A.'],The Termenova : A Hybrid Free-Gesture Interface
0,1,Dublin Ireland,2002,3,NIME,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Hunt Andy D.' u'Wanderley Marcelo M.' u'Paradis Matthew'],The importance of Parameter Mapping in Electronic Instrument Design
0,1,Dublin Ireland,2002,1,NIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Huott Robert'],An Interface for Precise Musical Control
0,1,Dublin Ireland,2002,1,NIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'TaelmanJohannes'],A Low-cost Sonar for Unobtrusive Man-machine Interfacing
0,1,Dublin Ireland,2002,1,NIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Jord\\`{a} Sergi'],Afasia: the Ultimate Homeric One-man-multimedia-band
0,1,Dublin Ireland,2002,4,NIME,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Kapur Ajay' u'Essl Georg' u'Davidson Philip L.' u'Cook Perry R.'],The Electronic Tabla Controller
0,1,Dublin Ireland,2002,1,NIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[u'Kessous Lo\\""{\\i}c']",Bi-manual Mapping Experimentation with Angular Fundamental Frequency Control and Sound Color Navigation
0,1,Dublin Ireland,2002,1,NIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Machover Tod'],Instruments Interactivity and Inevitability
0,1,Dublin Ireland,2002,1,NIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Mandelis James'],Adaptive Hyperinstruments: Applying Evolutionary Techniques to Sound Synthesis and Performance
0,1,Dublin Ireland,2002,3,NIME,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Marshall Mark T.' u'Rath Matthias' u'Moynihan Breege'],The Virtual Bodhran -- The Vodhran
0,1,Dublin Ireland,2002,2,NIME,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Mccaig Graeme' u'Fels Sidney S.'],Playing on Heart-Strings: Experiences with the 2{H}earts System
1,0,Dublin Ireland,2002,3,NIME,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'McElligott Lisa' u'Dixon Edward' u'Dillon Michelle'],`PegLegs in Music' Processing the Effort Generated by Levels of Expressive Gesturing in Music
1,0,Dublin Ireland,2002,1,NIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Ng Kia'],Interactive Gesture Music Performance Interface
0,1,Dublin Ireland,2002,1,NIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Nichols Charles'],The vBow: Development of a Virtual Violin Bow Haptic Human-Computer Interface
0,1,Dublin Ireland,2002,2,NIME,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Oboe Roberto' u'De Poli Giovanni'],Multi-instrument Virtual Keyboard -- The MIKEY Project
0,1,Dublin Ireland,2002,1,NIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Paine Garth'],GESTATION
1,0,Dublin Ireland,2002,2,NIME,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Pardue Laurel S.' u'Paradiso Joseph A.'],Musical Navigatrics: New Musical Interactions with Passive Magnetic Tags
0,1,Dublin Ireland,2002,3,NIME,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Patten James' u'Recht Ben' u'Ishii Hiroshi'],Audiopad: A Tag-based Interface for Musical Performance
0,1,Dublin Ireland,2002,2,NIME,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Schnell Norbert' u'Battier Marc'],Introducing Composed Instruments Technical and Musicological Implications
1,0,Dublin Ireland,2002,2,NIME,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Smyth Tamara' u'Smith Julius O.'],Creating Sustained Tones with the Cicada's Rapid Sequential Buckling Mechanism
0,1,Dublin Ireland,2002,2,NIME,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Tanaka Atau' u'Knapp Benjamin'],Multimodal Interaction in Music Using the Electromyogram and Relative Position Sensing
0,1,Dublin Ireland,2002,3,NIME,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Verplank Bill' u'Gurevich Michael' u'Mathews Max'],THE PLANK: Designing a Simple Haptic Controller.
0,1,Dublin Ireland,2002,4,NIME,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Vogt Florian' u'Mccaig Graeme' u'Ali Mir A.' u'Fels Sidney S.'],Tongue `n' Groove: An Ultrasound based Music Controller
0,1,Dublin Ireland,2002,3,NIME,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Weinberg Gil' u'Aimi Roberto' u'Jennings Kevin'],The Beatbug Network -A Rhythmic System for Interdependent Group Collaboration
0,1,Dublin Ireland,2002,3,NIME,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Wessel David' u'Wright Matthew' u'Schott John'],Intimate Musical Control of Computers with a Variety of Controllers and Gesture Mapping Metaphors
0,1,Dublin Ireland,2002,3,NIME,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Wilkerson Carr' u'Serafin Stefania' u'Ng Carmen'],The Mutha Rubboard Controller
0,1,Dublin Ireland,2002,1,NIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Winkler Todd'],Fusing Movement Sound and Video in Falling Up an Interactive Dance/Theatre Production
0,1,Dublin Ireland,2002,5,NIME,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Wynnychuk Jordan' u'Porcher Richard' u'Brajovic Lucas' u'Brajovic Marko' u'Platas Nacho'],sutoolz 1.0 alpha : {3D} Software Music Interface
1,0,Dublin Ireland,2002,1,NIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Young Diana'],The Hyperbow Controller: Real-Time Dynamics Measurement of Violin Performance
0,1,Montreal Canada,2003,2,NIME,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Allison Jesse T.' u'Place Timothy'],SensorBox: Practical Audio Interface for Gestural Performance
0,1,Montreal Canada,2003,1,NIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Andersen Tue H.'],Mixxx : Towards Novel DJ Interfaces
1,0,Montreal Canada,2003,1,NIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Baalman Marije A.'],The STRIMIDILATOR: a String Controlled MIDI-Instrument
0,1,Montreal Canada,2003,1,NIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Baird Kevin C.'],Multi-Conductor: An Onscreen Polymetrical Conducting and Notation Display System
1,0,Montreal Canada,2003,2,NIME,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Blaine Tina' u'Fels Sidney S.'],Contexts of Collaborative Musical Experiences
0,1,Montreal Canada,2003,1,NIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Burtner Matthew'],Composing for the (dis)Embodied Ensemble : Notational Systems in (dis)Appearances
0,1,Montreal Canada,2003,4,NIME,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[u'Cadoz Claude' u'Luciani Annie' u'Florens Jean-Loup' u""Castagn\\'{e} Nicolas""]",{AC}ROE - {ICA} Artistic Creation and Computer Interactive Multisensory Simulation Force Feedback Gesture Transducers
0,1,Montreal Canada,2003,3,NIME,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[u'Cannon Cormac' u'Hughes Stephen' u""O'Modhrain Sile""]",EpipE: Exploration of the Uilleann Pipes as a Potential Controller for Computer-based Music
1,0,Montreal Canada,2003,1,NIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Choi Insook'],A Component Model of Gestural Primitive Throughput
0,1,Montreal Canada,2003,2,NIME,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Couturier Jean-Michel' u'Arfib Daniel'],Pointing Fingers: Using Multiple Direct Interactions with Visual Objects to Perform Music
0,1,Montreal Canada,2003,2,NIME,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[u'Dobrian Christopher' u""Bevilacqua Fr\\'{e}d\\'{e}ric""]",Gestural Control of Music Using the Vicon 8 Motion Capture System
0,1,Montreal Canada,2003,2,NIME,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[u""Fl\\'{e}ty Emmanuel"" u'Sirguy Marc']",EoBody : a Follow-up to AtoMIC Pro{\textquoteright}s Technology
1,0,Montreal Canada,2003,3,NIME,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[u'Gaye Lalya' u""Maz\\'{e} Ramia"" u'Holmquist Lars E.']",Sonic City: The Urban Environment as a Musical Interface
0,1,Montreal Canada,2003,1,NIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Hatanaka Motohide'],Ergonomic Design of A Portable Musical Instrument
1,0,Montreal Canada,2003,2,NIME,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Hewitt Donna' u'Stevenson Ian'],E-mic: Extended Mic-stand Interface Controller
0,1,Montreal Canada,2003,3,NIME,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Hoskinson Reynald' u'van den Doel Kees' u'Fels Sidney S.'],Real-time Adaptive Control of Modal Synthesis
