,AllAuthors,FirstName1stAuthor,Gender,Place,Year,NumberOfAuthors,Title,Conference,FirstName2ndAuthor,Gender2,FirstName3rdAuthor,Gender3,FirstName4thAuthor,Gender4,FirstName5thAuthor,Gender5,FirstName6thAuthor,Gender6,FirstName7thAuthor,Gender7,FirstName8thAuthor,Gender8,FirstName9thAuthor,Gender9,FirstName10thAuthor,Gender10,FirstName11thAuthor,Gender11,FirstName12thAuthor,Gender12,FirstName13thAuthor,Gender13,FirstName14thAuthor,Gender14,FirstName15thAuthor,Gender15,FirstName16thAuthor,Gender16,FirstName17thAuthor,Gender17,Probability1,Probability2,Probability3,Probability4,Probability5,Probability6,Probability7,Probability8,Probability9,Probability10,Probability11,Probability12,Probability13,Probability14,Probability15,Probability16,Probability17
,"Juchs, SМ©bastien; Hanna, Pierre; Robine, Matthias; Desainte-Catherine, Myriam",SМ©bastien,male,USA,2015,4,Rhythmic Similarity Based on a Descriptor Balancing between Meter and Tempo,ICMC,Pierre,male,Matthias,male,Myriam,female,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.99,1,1,,,,,,,,,,,,,
,"O'Brien, Cian; Lerch, Alexander",Cian,male,USA,2015,2,Genre-specific Key Profiles,ICMC,Alexander,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,
,"Cadiz, Rodrigo F.; de la Cuadra, Patricio; Montoya, AarМ_n; MarМ_n, Veronica; E. Andia, Marcelo; Tejos, Cristian; Irarrazaval, Pablo",Rodrigo,male,USA,2015,7,Sonification of Medical Images Based on Statistical Descriptors,ICMC,Patricio,male,AarМ_n,male,Veronica,female,Marcelo,male,Cristian,male,Pablo,male,,,,,,,,,,,,,,,,,,,,,1,0.99,1,0.99,1,0.99,1,,,,,,,,,,
,"Surges, Greg; Smyth, Tamara; Puckette, Miller",Greg,male,USA,2015,3,Generative Feedback Networks Using Time-Varying Allpass Filters,ICMC,Tamara,female,Miller,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.84,,,,,,,,,,,,,,
,"Freire, SМ©rgio",SМ©rgio,male,USA,2015,1,"Audio Processing by Means of FM Synthesis Parameters: Fundamentals, Real-Time Implementation, and Preliminary Compositional Applications",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
,"Medine, David",David,male,USA,2015,1,Unsampled Digital Synthesis: Computing the Output of Implicit and Non-Linear Systems,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
,"Kretz, Johannes",Johannes,male,USA,2015,1,Morphing Sound in Real Time through the Timbre Tunnel,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
,"Battey, Bret; Giannoukakis, Marinos; Picinali, Lorenzo",Bret,male,USA,2015,3,Haptic Control of Multistate Generative Music Systems,ICMC,Marinos,male,Lorenzo,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1,1,,,,,,,,,,,,,,
,"Tits, MickaМЗl; Tilmanne, JoМЗlle; d‰ЫЄAlessandro, Nicolas; Wanderley, Marcelo M.",MickaМЗl,male,USA,2015,4,Feature Extraction and Expertise Analysis of Pianists‰ЫЄ Motion-Captured Finger Gestures,ICMC,JoМЗlle,female,Nicolas,male,Marcelo,male,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,
,"Law, Vanissa; Paine, Garth",Vanissa,female,USA,2015,2,Audio Collage as an Instrument for Musical Expression: Combining Freehand and Tangible Controllers,ICMC,Garth,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,1,,,,,,,,,,,,,,,
,"Brown, Courtney; Paine, Garth",Courtney,female,USA,2015,2,Towards an Interactive Argentine Tango Milonga,ICMC,Garth,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,1,,,,,,,,,,,,,,,
,"Bertrand, Thibault; Kaczmarek, Konrad; Wilen, Larry",Thibault,male,USA,2015,3,Musical Acoustics & Instrument Design: When Engineering Meets Music,ICMC,Konrad,male,Larry,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,1,1,,,,,,,,,,,,,,
,"МаamcЂ±,  AnЂ±l; МРzcan, Zeynep; Pehlevan, Damla",AnЂ±l,male,USA,2015,3,Interactive Virtual Soundscapes: A Research Report,ICMC,Zeynep,female,Damla,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,1,0.95,,,,,,,,,,,,,,
,"Hamilton, Rob",Rob,male,USA,2015,1,"Measuring the Effectiveness of Sonified Crossmodal Attribute Pairings Using Contour Matching, Symmetry and Perceived Similarity",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,
,"GonzМБlez, Marie; de la Cuadra, Patricio; F. Cadiz, Rodrigo",Marie,female,USA,2015,3,Fuzzy Equalization of Musical Genres,ICMC,Patricio,male,Rodrigo,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,1,,,,,,,,,,,,,,
,"Chau, Chuck-jee; Wu, Bin; Horner, Andrew",Chuck-jee,male,USA,2015,3,The Effects of Early-Release on Emotion Characteristics and Timbre in Non-Sustaining Musical Instrument Tones,ICMC,Bin,male,Andrew,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0.89,1,,,,,,,,,,,,,,
,"Shafer, Seth",Seth,male,USA,2015,1,VizScore: An On-Screen Notation Delivery System for Live Performance,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
,"Geers, Douglas; R. Nelson, Nicholas; Wierenga, Red",Douglas,male,USA,2015,3,Brooklyn College Center for Computer Music,ICMC,Nicholas,male,Red,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.67,,,,,,,,,,,,,,
,"You, Jaesong; Telichan, Andrew; Musick, Michael; Hong Park, Tae",Jaesong,male,USA,2015,4,Studio Report 2015: New York University (NYU) Music Technology Program,ICMC,Andrew,male,Michael,male,Tae,male,,,,,,,,,,,,,,,,,,,,,,,,,,,None,1,1,0.57,,,,,,,,,,,,,
,"Ballora, Mark",Mark,male,USA,2015,1,Studio Report: Music Technology at the Pennsylvania State University,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
,"Wright,  Geoffrey; Boyle,  McGregor; Armenta, Joshua; Woodward, Ryan; Xia, Sunhuimei",Geoffrey,male,USA,2015,5,Peabody Computer Music: 46 Years of Looking to the Future,ICMC,McGregor,male,Joshua,male,Ryan,male,Sunhuimei,female,,,,,,,,,,,,,,,,,,,,,,,,,1,None,0.99,0.99,None,,,,,,,,,,,,
,"Paine, Garth; Moon, Barry",Garth,male,USA,2015,2,Studio Report: Arizona State University,ICMC,Barry,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.98,,,,,,,,,,,,,,,
,"Kuivila, Ron; Matthusen, Paula",Ron,male,USA,2015,2,Wesleyan University Electronic Music Studios Report,ICMC,Paula,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.99,,,,,,,,,,,,,,,
,"Blokkum FlМь, AsbjМьrn; Wilmers, Hans",AsbjМьrn,male,USA,2015,2,The Intrinsic Value of Timbre in Doppelganger,ICMC,Hans,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.99,,,,,,,,,,,,,,,
,"Soria-Luz, Rosalia",Rosalia,female,USA,2015,1,State Space Models: Virtual World for Composition,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
,"Hsu, Jennifer; Smyth, Tamara",Jennifer,female,USA,2015,2,Specifying Sounding Frequency of a Voice Model during Live Interactive Saxophone Performance,ICMC,Tamara,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,
,"Mooore, Adrian",Adrian,male,USA,2015,1,Cross-Modality in Multi-Channel Acousmatic Music: The Physical and Virtual in Music Where There Is Nothing to See,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,,,,,,,,,,,,,,,,
,"NystrМ¦m, Erik",Erik,male,USA,2015,1,Low-Level Topology of Spatial Texture,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,
,"You, Jaeseong; Telichan, Andrew; Hong Park, Tae",Jaeseong,male,USA,2015,3,Developing a Socio-Historical Model for Electro-Acoustic Music Analysis: The Challenge from an Adornian Perspective,ICMC,Andrew,male,Tae,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,1,0.57,,,,,,,,,,,,,,
,"Lee, Kyungho; J. Junokas, Michael; Amanzadeh, Mohammad; E. Garnett, Guy",Kyungho,male,USA,2015,4,Exploratory Analysis on Expressions in Two Different 4/4 Beat Patterns,ICMC,Michael,male,Mohammad,male,Guy,male,,,,,,,,,,,,,,,,,,,,,,,,,,,None,1,1,1,,,,,,,,,,,,,
,"Long, Jason; Bailey, Josh; McVay, James; Carnegie, Dale A.; Kapur, Ajay",Jason,male,USA,2015,5,Improving the Musical Expressiveness of Tesla Coils with Software,ICMC,Josh,male,James,male,Dale,male,Ajay,male,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.99,0.91,0.99,,,,,,,,,,,,
,"Hua, Willian; Salgian, Andrea",Willian,male,USA,2015,2,Automatic Transcription of Japanese Taiko Drumming Using the Microsoft Kinect,ICMC,Andrea,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.79,,,,,,,,,,,,,,,
,"Wu, Dekai; Addanki, Karteek",Dekai,male,USA,2015,2,Neural Versus Symbolic Rap Battle Bots,ICMC,Karteek,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,1,,,,,,,,,,,,,,,
,"Ballora, Mark",Mark,male,USA,2015,1,Piece Description: Growth of the Universe (in log time),ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
,"Madgwick, Sebastian; Mitchell, Thomas; Barreto, Carlos; Freed, Adrian",Sebastian,male,USA,2015,4,Simple Synchronisation for Open Sound Control,ICMC,Thomas,male,Carlos,male,Adrian,male,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0.97,,,,,,,,,,,,,
,"Deusany de Carvalho Junior, Antonio; Queiroz, Marcelo; Essl, Georg",Antonio,male,USA,2015,3,Computer Music through the Cloud: Evaluating a Cloud Service for Collaborative Computer Music Applications,ICMC,Marcelo,male,Georg,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,
,"Ito, Akinori; Watanabe, Kengo; Kuroda, Genki; Ito, Ken‰ЫЄichiro",Akinori,male,USA,2015,4,iSuperColliderKit: A Toolkit for iOS Using an Internal SuperCollider Server as a Sound Engine,ICMC,Kengo,male,Genki,None,Ken‰ЫЄichiro,None,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,None,None,,,,,,,,,,,,,
,"Anderson, Hans; Wah Edward Lin, Kin; So, Clifford; Lui, Simon",Hans,male,USA,2015,4,Flatter Frequency Response from Feedback Delay Network Reverbs,ICMC,Kin,male,Clifford,male,Simon,male,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.8,1,0.99,,,,,,,,,,,,,
,"Walker, Timothy M.",Timothy,male,USA,2015,1,Hierarchical Genomes in a Genetic Algorithm for Control of a Guitar Synthesizer,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
,"McGee, Ryan",Ryan,male,USA,2015,1,Spatial Modulation Synthesis,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,
,"Solomon, Michael; Liska, Urs; BaЂЌa, Trevor",Michael,male,USA,2015,3,Initial Survey Results from The LilyPond Consortium,ICMC,Urs,male,Trevor,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,
,"Ahn, Jae hyun; Dudas, Richard",Jae,male,USA,2015,2,Physical Modeling Synthesis of the Stone Chime Instrument ‰ЫПPyeongyeong‰Ыќ,ICMC,Richard,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,1,,,,,,,,,,,,,,,
,"Thibault, Dominic",Dominic,male,USA,2015,1,"fXfD, A Digital Approach to the No-Input Practice",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,,,,,,,,,,,,,,,,
,"Erbe, Tom",Tom,male,USA,2015,1,Building the Erbe-Verb: Extending the Feedback Delay Network Reverb for Modular Synthesizer Use,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
,"Sullivan, John",John,male,USA,2015,1,Noisebox: Design and Prototype of a New Digital Musical Instrument,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,
,"Carpentier, Thibaut; Noisternig, Markus; Warusfel, Olivier",Thibaut,male,USA,2015,3,"Twenty Years of Ircam Spat: Looking Back, Looking Forward",ICMC,Markus,male,Olivier,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1,0.99,,,,,,,,,,,,,,
,"James, Stuart",Stuart,male,USA,2015,1,Spectromorphology and Spatiomorphology of Sound Shapes: Audio-Rate AEP and DBAP Panning of Spectra,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,
,"Tae Hoon, Lee; Reddy Vuyyuru, Manish; Kumar, Ananda T.; Lui, Simon",Lee,None,USA,2015,4,Binaural Navigation for the Visually Impaired with a Smartphone,ICMC,Manish,male,Ananda,None,Simon,male,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,1,0.76,0.99,,,,,,,,,,,,,
,"Forsyth, Jonathan P.; Bittner, Rachel M.; Musick, Michael; Bello, Juan P.",Jonathan,male,USA,2015,4,Improving and Adapting Finite State Transducer Methods for Musical Accompaniment,ICMC,Rachel,female,Michael,male,Juan,male,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0.99,,,,,,,,,,,,,
,"Nakamura, Eita; Sagayama, Shigeki",Eita,female,USA,2015,2,Automatic Piano Reduction from Ensemble Scores Based on Merged-Output Hidden Markov Model,ICMC,Shigeki,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,
,"Quick, Donya",Donya,female,USA,2015,1,Composing with Kulitta,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
,"Otondo, Felipe; Torres, Rodrigo",Felipe,male,USA,2015,2,Wearable Sound System for Dance and Music,ICMC,Rodrigo,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,
,"Hope, Cat; Wyatt, Aaron; Vickery, Lindsay",Cat,female,USA,2015,3,The Decibel ScorePlayer: New Developments and Improved Functionality,ICMC,Aaron,male,Lindsay,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,1,0.95,,,,,,,,,,,,,,
,"Cayko, Ethan",Ethan,male,USA,2015,1,Network Gyre - Exercising the Network's Rhythmic Potential,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,
,"Timmermans, Hans",Hans,male,USA,2015,1,Sound Spatialisation from a Composer‰ЫЄs Perspective,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,
,"Werner, Kurt James",Kurt,male,USA,2015,1,The XQIFFT: Increasing the Accuracy of Quadratic Interpolation of Spectral Peaks via Exponential Magnitude Spectrum Weighting,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
,"Kim, Seunghun; Wakefield, Graham; Nam, Juhan",Seunghun,male,USA,2015,3,Augmenting Room Acoustics and System Interaction for Intentional Control of Audio Feedback,ICMC,Graham,male,Juhan,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,
,"Clift, Paul; Mamou-Mani, Adrien; CaussМ©, RenМ©",Paul,male,USA,2015,3,Extending Brass & Woodwind Instruments with Acoustic-Aggregate-Synthesis,ICMC,Adrien,male,RenМ©,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.98,0.99,,,,,,,,,,,,,,
,"MacCallum, John; Goodheart, Matthew; Freed, Adrian",John,male,USA,2015,3,Antony: A Reimagining,ICMC,Matthew,male,Adrian,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1,0.97,,,,,,,,,,,,,,
,"Gresham-Lancaster, Scot",Scot,male,USA,2015,1,"Notes on ‰ЫПCulture of Fire‰Ыќ for Analog Neural Network Synthesizer, Geiger Muller Counters and Computer",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
,"Garrett, Richard",Richard,male,USA,2015,1,Audio Spray Gun 0.8 ‰ЫТ the Generation of Large Sound-Groups and Their Use in Three-Dimensional Spatialisation,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
,"Buongiorno Nardelli, Marco",Marco,male,USA,2015,1,materialssoundmusic: a Computer-Aided Data-Driven Composition Environment for the Sonification and Dramatization of Scientific Data Streams,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,
,"Vickery, Lindsay",Lindsay,female,USA,2015,1,An Approach to the Generation of Real-Time Notation via Audio Analysis: The Semantics of Redaction,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,,,,,,,,,,,,,,,,
,"Alsop, Roger",Roger,male,USA,2015,1,"In and Out, Over and Under: An Interactive Audio-Visual Installation Responding to Percy Grainger‰ЫЄs Free Music and the Grainger Museum",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
,"Carpentier, Thibaut",Thibaut,male,USA,2015,1,ToscA: an OSC Communication Plugin for Object-Oriented Spatialization Authoring,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,
,"Chau, Chuck-jee; Horner, Andrew",Chuck-jee,male,USA,2015,2,The Effects of Pitch and Dynamics on the Emotional Characteristics of Piano Sounds,ICMC,Andrew,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,1,,,,,,,,,,,,,,,
,"Santolucito, Mark; Quick, Donya; Hudak, Paul",Mark,male,USA,2015,3,Media Modules: Intermedia Systems in a Pure Functional Paradigm,ICMC,Donya,female,Paul,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,
,"Taylor, Benjamin; Allison, Jesse",Benjamin,male,USA,2015,2,"Gesture Capture, Processing, and Asynchronous Playback within Web Audio Instruments",ICMC,Jesse,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.93,,,,,,,,,,,,,,,
,"Zareei, Mo H.; Kapur, Ajay; Carnegie, Dale A.",Mo,male,USA,2015,3,Rasping Music: Remodeling Early Minimalist Music through Mechatronic Sound-Sculpture,ICMC,Ajay,male,Dale,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,0.99,0.91,,,,,,,,,,,,,,
,"Hu, Hanlin; Park, Brett; Gerhard, David",Hanlin,male,USA,2015,3,Mapping Tone Helixes to Cylindrical Lattices Using Chiral Angles,ICMC,Brett,male,David,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.99,1,,,,,,,,,,,,,,
,"Qin, Yi; Fang, Da-Lei; Xu, Zhi-Bo; Da, Yan",Yi,female,USA,2015,4,Mirror Mind: New Possibilities for Overall Interactive Design in New Music-Media Theatre,ICMC,Da-Lei,None,Zhi-Bo,male,Yan,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,None,None,0.51,,,,,,,,,,,,,
,"de Quay, Yago; Beira, JoМЈo",Yago,male,USA,2015,2,Brain-Computer Interfaces and Their Application as an Audiovisual Instrument,ICMC,JoМЈo,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,
,"Fay, Simon",Simon,male,USA,2015,1,‰ЫПThere is pleasure...‰Ыќ: An Improvisation Using the AAIM Performance System,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,
,"Francesca Battista, Alba; Maximiliano Mollo, Carlos; Monopoli, Nicola",Alba,female,USA,2015,3,RCCM Canons: Not Only a Problem of Cage,ICMC,Carlos,male,Nicola,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1,0.71,,,,,,,,,,,,,,
,"Waschka II, Rodney",Rodney,male,USA,2015,1,Minimal Fitness Functions in Genetic Algorithms for the Composition of Piano Music,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
,"Hsu, Aurie; Kemper, Steven",Aurie,female,USA,2015,2,Kinesonic Composition as Choreographed Sound: Composing Gesture in Sensor-Based Music,ICMC,Steven,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,
,"Graham-Knight, Kimberlee; Tzanetakis, George",Kimberlee,female,USA,2015,2,Adaptive Music Technology: History and Future Perspectives,ICMC,George,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.99,,,,,,,,,,,,,,,
,"Hattwick, Ian; Franco, Ivan; Giordano, Marcello; Egloff, Deborah; Wanderley, Marcelo M.; Lamontagne, Valerie; Arawjo, Ian; Salter, Chris; Martinucci, Maurizio",Ian,male,USA,2015,9,Composition Techniques for the Ilinx Vibrotactile Garment,ICMC,Ivan,male,Marcello,male,Deborah,female,Marcelo,male,Valerie,female,Ian,male,Chris,male,Maurizio,male,,,,,,,,,,,,,,,,,0.99,1,1,0.99,1,1,0.99,0.93,1,,,,,,,,
,"ffitch, John; Lazzarini, Victor; Yi, Steven; Gogins, Michael; Cabrera, AndrМ©s",John,male,USA,2015,5,The New Developments in Csound 6,ICMC,Victor,male,Steven,male,Michael,male,AndrМ©s,male,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1,1,1,1,,,,,,,,,,,,
,"Assayag, GМ©rard",GМ©rard,male,Greece,2014,1,Creative Symbolic Interaction,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
,"Chowning, John",John,male,Greece,2014,1,Mathews‰ЫЄ Diagram and Euclid‰ЫЄs Line: Fifty Years Ago,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,
,"Nelson, Peter",Peter,male,Greece,2014,1,What Is Sound?,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
,"Risset, Jean-Claude",Jean-Claude,male,Greece,2014,1,Sound and Music Computing Meets Philosophy,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,
,"Roads, Curtis",Curtis,male,Greece,2014,1,Rhythmic Processes in Electronic Music,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
,"Barlow, Clarence",Clarence,male,Greece,2014,1,Chorale Synthesis by the Multidimensional Scaling of Pitches,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,,,,,,,,,,,,,,,,
,"Lippe, Cort",Cort,male,Greece,2014,1,Musings on the Status of Electronic Music Today,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,,,
,"Marsden, Alan",Alan,male,Greece,2014,1,Echoes in Plato‰ЫЄs Cave: Ontology of Sound Objects in Computer Music and Analysis,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
,"Di Scipio, Agostino",Agostino,male,Greece,2014,1,"The place and meaning of computing in a sound relationship of man, machines, and environment",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
