Name ,Correct Gender,Title,Names
Andrea,male,HETEROGENEOUSLY-COUPLED FEEDBACK SYSTEMS: THE |. (BAR DOT) PROJECT,"['Sanfilippo, Dario', ' Valle, Andrea']"
Andrea,None,Improving the Extended Kalman Filter Method for the Restoration of Electro-Acoustic Music,"['Bari, Andrea', ' Canazza, Sergio', ' De Poli, Giovanni', ' Mian, Gian Antonio']"
Andrea,female,Improving Upon Musical Analyses Of Conducting Gestures Using Computer Vision,"['Nakra, Teresa', ' Tilden, Daniel', ' Salgian, Andrea']"
Andrea,male,Learning Musical Contour on a Tabletop,"['Franceschini, Andrea', ' Laney, Robin', ' Dobbyn, Chris']"
Andrea,female,MAESTRO: USING TECHNOLOGY TO IMPROVE KINESTHETIC SKILL LEARNING OF MUSIC CONDUCTORS,"['Brown, Andrea', ' Sasson, Yonatan']"
Andrea,male,MARS Application Using APPLI20 Development Tools: A Case Study,"['Armani, Fabio', ' Paladin, Andrea', ' Rosati, Claudio']"
Andrea,male,MARS: DSP Environment and Applications,"['Paladin, Andrea', ' Favreau, Emmanuel', ' Armani, Fabio', ' Bizzarri, Lorenza']"
Andrea,female,MicroTuner: An Interactive Tuning System for the MAX Environment,"['Szigetvari, Andrea']"
Andrea,male,"MUSIC THAT LISTENS TO WHAT'S GOING TO HAPPEN: INTERNET ENHANCED, SELF-ADAPTING SOUNDSCAPES","['Cera, Andrea']"
Andrea,female,Musical Analysis of Conducting Gestures Using Methods from Computer Vision,"['Nakra, Teresa Marrin', ' Salgian, Andrea', ' Pfirrmann, Micheal']"
Andrea,male,Singing Voice Analysis and Synthesis System through Glottal Excited Formant Resonators,"['Pierucci, Piero', ' Paladin, Andrea']"
Andrea,male,SoDA: A Sound Design Accelerator for the automatic generation of soundscapes from an ontologically annotated sound library,"['Valle, Andrea', ' Armao, Paolo', ' Casu, Matteo', ' Koustomichalis, Marinos']"
Andrea,female,Teaching Robots to Conduct: Automatic Extraction of Conducting Information from Sheet Music,"['Salgian, Andrea', ' Agina, Lawrence', ' Nakra, Teresa M.']"
Andrea,male,The new MARS workstation,"['Andrenacci, Paolo', ' Armani, Fabio', ' Bessegato, Renato', ' Paladin, Andrea', ' Pisani, Patrizio', ' Prestigiacomo, Angelo', ' Rosata, Claudio', ' Sapir, Sylviane', ' Vetuschi, Mauro']"
Andrea,male,THE VIRTUAL ELECTRONIC POEM (VEP) PROJECT,"['Lombardo, Vincenzo', ' Arghinenti, Andrea', ' Nunnari, Fabrizio', ' Valle, Andrea', ' Vogel, Heinrich H.', ' Fitch, John', ' Dobson, Richard', ' Padget, Julian', ' Tazelaar, Kees', ' Weinzierl, Stefan', ' Benser, Sebastian', ' Kersten, Stefan', ' Starosolski, Roman', ' Borczyk, Wojciech', ' Pytlik, Wojciech', ' Niedba\xc5\x82a, S\xc5\x82awomir']"
Andrea,male,TOWARDS A TYPOLOGY OF FEEDBACK SYSTEMS,"['Valle, Andrea', ' Sanfilippo, Dario']"
Andrea,male,VARМцSE'S POМцME МдLECTRONIQUE REGAINED: EVIDENCE FROM THE VEP PROJECT,"['Dobson, Richard', ' ffitch, John', ' Tazelaar, Kees', ' Valle, Andrea', ' Lombardo, Vincenzo']"
Andreye,None,Beyond the Query-By-Example Paradigm: New Query Interfaces for Music Information Retrieval,"['Tzanetakis, George', ' Ermolinskyi, Andreye', ' Cook, Perry']"
AntÌ_nio,male,KITTy: A PACKAGE FOR EXTERNAL PATCHES COMMUNICATION MANAGEMENT IN MAX/MSP - A PROGRESS REPORT,"['de Sousa Dias, Ant\xc3\xb3nio', ' Lopes, Paulo Ferreira']"
AntÌ_nio,male,TOWARDS BI-DIMENSIONAL CLASSIFICATION OF SYMBOLIC MUSIC BY AFFECTIVE CONTENT,"['Oliveira, Ant\xc3\xb3nio Pedro', ' Cardoso, Am\xc3\xadlcar']"
Apphia,female,THE CARNEGIE MELLON LAPTOP ORCHESTRA,"['Dannenberg, Roger B.', ' Cavaco, Sofia', ' Ang, Eugene', ' Avramovic, Igor', ' Aygun, Barkin', ' Baek, Jinwook', ' Barndollar, Eric', ' Duterte, Daniel', ' Grafton, Jeffrey', ' Hunter, Robert', ' Jackson, Chris', ' Kurokawa, Umpei', ' Makuck, Daren', ' Mierzejewski, Timothy', ' Rivera, Michael', ' Torres, Dennis', ' Yu, Apphia']"
Ariel,female,"DECONCERT: BATHING IN THE LIGHT, SOUND, AND WATERS OF THE MUSICAL BRAINBATHS","['Mann, Steve', ' Fung, James', ' Garten, Ariel']"
Arshia,male,ANTESCOFO: ANTICIPATORY SYNCHRONIZATION AND CONTROL OF INTERACTIVE PARAMETERS IN COMPUTER MUSIC,"['Cont, Arshia']"
Arshia,male,AscoGraph: A User Interface for Sequencing and Score Following for Interactive Music,"['Coffy, Thomas', ' Cont, Arshia', ' Giavitto, Jean-Louis']"
Arshia,male,AUDIO ORACLE: A NEW ALGORITHM FOR FAST LEARNING OF AUDIO STRUCTURES,"['Dubnov, Shlomo', ' Assayag, G\xc3\xa9rard', ' Cont, Arshia']"
Arshia,male,CORRECT AUTOMATIC ACCOMPANIMENT DESPITE MACHINE LISTENING OR HUMAN ERRORS IN ANTESCOFO,"['Cont, Arshia', ' Echeveste, Jos\xc3\xa9', ' Giavitto, Jean-Louis', ' Jacquemard, Florent']"
Arshia,male,FROM BOULEZ TO BALLADS: TRAINING IRCAM'S SCORE FOLLOWER,"['Schwarz, Diemo', ' Cont, Arshia', ' Schnell, Norbert']"
Arshia,male,The 'C' Of IRCAM: Coordinating Musical Research At IRCAM,"['Cont, Arshia', ' Gerzso, Andrew']"
Atau,male,"A Wireless, Network-based Biosensor Interface for Music","['Dubost, Gilles', ' Tanaka, Atau']"
Atau,male,Enhancing Musical Experience through Proximal Interaction,"['Tanaka, Atau', ' Authier, Antoine', ' Valadon, Guillaume', ' Violette, Laurent']"
Atau,male,Global String: A Musical Instrument for Hybrid Space,"['Tanaka, Atau', ' Bongers, Bert']"
Atau,male,Musical Technical Issues in Using Interactive Instrument Technology with Application to the BioMuse,"['Tanaka, Atau']"
Atau,male,Network Audio Performance and Installation,"['Tanaka, Atau']"
Atau,male,Position Papers for the Second Panel on Algorithmic Music,"['Tanaka, Atau', ' Austin, Larry', ' Cope, David', ' Herman, Martin', ' Laske, Otto ']"
Avi,male,A Hierarchical Approach to Onset Detection,"['Kapanci, Emir', ' Pfeffer, Avi']"
Avi,None,An Expandable Real-Time Transputer Sound Generator,"['Parash, Avi', ' Shimony, Uri']"
Avi,male,Learning Style-Specific Rhythmic Structures,"['Kapanci, Emir', ' Pfeiffer, Avi']"
Ayumu,None,Score Following of Orchestral Music Using Acoustic Pressure Peak-Tracking and Linear Stretch Matching,"['Miura, Takefumi', ' Akabane, Ayumu', ' Sato, Makoto', ' Tsuda, Takao', ' Inoue, Seiki']"
Barkin,None,THE CARNEGIE MELLON LAPTOP ORCHESTRA,"['Dannenberg, Roger B.', ' Cavaco, Sofia', ' Ang, Eugene', ' Avramovic, Igor', ' Aygun, Barkin', ' Baek, Jinwook', ' Barndollar, Eric', ' Duterte, Daniel', ' Grafton, Jeffrey', ' Hunter, Robert', ' Jackson, Chris', ' Kurokawa, Umpei', ' Makuck, Daren', ' Mierzejewski, Timothy', ' Rivera, Michael', ' Torres, Dennis', ' Yu, Apphia']"
Bee,female,A MUSIC LOOP EXPLORER SYSTEM,"['Streich, Sebastian', ' Ong, Bee Suan']"
Bee,female,AN EFFICIENT OFF-LINE BEAT TRACKING METHOD FOR MUSIC WITH STEADY TEMPO,"['Ong, Bee Suan', ' Streich, Sebastian']"
Bee,female,Cooperative Multimedia Environments for Technology-Enhanced Music Playing and Learning with 3D Posture and Gesture Supports,"['Ong, Bee', ' Khan, Ali', ' Ng, Kia', ' Bellini, Pierfrancesco', ' Mitolo, Nicola', ' Nesi, Paolo']"
Bee,female,DIGITAL PRESERVATION OF INTERACTIVE MULTIMEDIA PERFORMANCES,"['Ng, Kia', ' Pham, Tran Vu', ' Ong, Bee', ' Barth\xc3\xa9lemy, J\xc3\xa9r\xc3\xb4me', ' Bonardi, Alain', ' Giaretta, David']"
Bee,female,ONTOLOGY MANAGEMENT FOR PRESERVATION OF INTERACTIVE MULTIMEDIA PERFORMANCES,"['Ng, Kia', ' Mikroyannidis, Alexander', ' Ong, Bee', ' Bonardi, Alain', ' Barth\xc3\xa9lemy, J\xc3\xa9r\xc3\xb4me', ' Ciavarella, Raffaele']"
Bee,female,SEMANTIC SEGMENTATION OF MUSIC AUDIO CONTENTS,"['Ong, Bee Suan', ' Herrera, Perfecto']"
Bee,female,THE 3D AUGMENTED MIRROR: MOTION ANALYSIS FOR STRING PRACTICE TRAINING,"['Ng, Kia', ' Larkin, Oliver', ' Koerselman, Thijs', ' Ong, Bee', ' Schwarz, Diemo', ' Bevilacqua, Frederic']"
Bee,female,Trans-Domain Mapping: A Real-time Interactive System for Motion Acquisition and Musical Mapping,"['Ng, Kia', ' Popat, Sita', ' Ong, Bee', ' Stefani, Ewan', ' Popat, Kris', ' Cooper, David']"
BenoÌ¨t,male,PERFORMANCE CONTROL OF A FLUTE PHYSICAL MODEL USING FUZZY LOGIC,"['de la Cuadra, Patricio', ' C\xc3\xa1diz, Rodrigo F.', ' Fabre, Beno\xc3\xaet', ' Montgermont, Nicolas']"
Berardina,female,Recommending Music to Groups in Fitness Classes,"['De Carolis, Berardina', ' Ferilli, Stefano', ' Orio, Nicola']"
Bing-Shr,None,GLASS TUBE GAMELAN DESIGN FOR PREPARATION ON INSTALLATION ART APPLICATIONS,"['Liu, Tsung-Ching', ' Yang, Cheng-Han', ' Yan, Bing-Shr']"
Blair,None,Microprocessor-Supervised Digital Synthesizers,"['McKay, Blair D.', ' Wills, Barry L.']"
Blair,None,Polyphonic Velocity-Sensitive Keyboard Interface,"['McKay, Blair D.', ' Wills, Barry L.', ' Carr, David W.']"
Bodgan,male,Towards an Explanation of Shape of the Violin,"['Krupowicz, Stanislaw', ' Skalmierski, Bodgan']"
Bongjun,male,PROBABILISTIC PREDICTION OF RHYTHMIC CHARACTERISTICS IN MARKOV CHAIN-BASED MELODIC SEQUENCES,"['Kim, Bongjun', ' Yeo, Woon Seung']"
BÌ¦rje,male,Statistical vs. Connectionist Models of Bebop Improvisation,"['H\xc3\xb6rnel, Dominik', ' Langnickel, Joachim', ' Sieling, B\xc3\xb6rje', ' Sandberger, Bastian']"
Breege,female,The Vodhran - Design and Development of a Virtual Instrument,"['Marshall, Mark', ' Moynihan, Breege', ' Rath, Matthias']"
Carey,male,Movable Party: A bicycle-powered system for interactive musical performance,"['Kemper, Steven', ' Hsu, Wendy F.', ' Sargent, Carey', ' Taylor, Josef', ' Wei, Linda']"
Carmine-Emanuele,male,Vuza: a functional language for creative applications,"['Cella, Carmine-Emanuele']"
Carr,male,CCRMA Studio Report,"['Wilkerson, Carr', ' Lopez-Lezcano, Fernando']"
Carr,male,CCRMA STUDIO REPORT,"['Wilkerson, Carr', ' Leitman, Sasha', ' Lopez-Lezcano, Fernando']"
Carr,male,CCRMA STUDIO REPORT,"['Lopez-Lezcano, Fernando', ' Wilkerson, Carr']"
Carr,male,Physical Model Synthesis and Performance Mappings of Bowl Resonators,"['Wilkerson, Carr', ' Serafin, Stefania', ' Ng, Carmen']"
Carver,male,A VLSI Approach to Sound Synthesis,"['Wawrzynek, John', ' Mead, Carver', ' Tzu-Mu, Lin', ' Hsui-Lin, Liu', ' Dyer, Lounette']"
Changshui,male,SEMI-SUPERVISED CLASSIFICATION OF MUSICAL GENRE USING MULTI-VIEW FEATURES,"['Xu, Yungpeng', ' Zang, Changshui', ' Yang, Jing']"
Charlie,male,Citygram One: One Year Later ‰Ы_,"['Park, Tae Hong', ' Musick, Michael', ' Turner, John', ' Mydlarz, Charlie', ' Lee, Jun Hee', ' You, Jaeseong', ' DuBois, Luke']"
Charlie,male,GIBBER: LIVE CODING AUDIO IN THE BROWSER,"['Roberts, Charlie', ' Kuchera-Morin, Joann']"
Charlie,male,Musical Pattern Design Using Contour Icons,"['Cullen, Charlie', ' Coyle, Eugene']"
Charlie,None,Real Time Synthesis of Bowed String Timbres,"['Robinson, Charlie Q.']"
Che-Wei,None,SURRSOUND,"['Tsai, Kun-Ting', ' Liu, Che-Wei', ' Tseng, Yu-Chung']"
Cheekong,male,"(CCM)е_ - College-Conservatory of Music Center for Computer Music, University of Cincinnati","['Helmuth, Mara', ' Barnhart, Michael', ' Fernandes, Carlos', ' Ho, Cheekong', ' Miksch, Bonnie']"
Cheng-i,male,Toward Real-Time Estimation of Tonehole Configuration,"['Smyth, Tamara', ' Wang, Cheng-i']"
Cheuk-Wai,None,Perceptual Wavetable Matching for Synthesis of Musical Instrument Tones,"['Wun, Cheuk-Wai', ' Horner, Andrew', ' Ayers, Lydia']"
Chew,None,The Learning Agent Based Interactive Performance System,"['Spicer, Michael', ' Tan, Bernard T. G.', ' Tan, Chew Lim']"
Chi-Ping,None,On the Use of an Effective Boltzmann Machine for Musical Style Recognition and Harmonisation,"['Bellgard, Mathew', ' Tsang, Chi-Ping']"
Chiaki,None,TOWARDS AN AUTOMATED MUSIC TEACHING SYSTEM: AUTOMATIC RECOGNITION OF MUSICAL MELODIES USING THE WF-4R,"['Solis, Jorge', ' Chida, Keisuke', ' Suefuji, Kei', ' Arino, Chiaki', ' Takanishi, Atsuo']"
Chih-Fang,None,A Research of Automatic Composition and Singing Voice Synthesis System for Taiwanese Popular Songs,"['Huang, Chih-Fang', ' Hong, Wei-Gang', ' Li, Min\xe2\x80\x93Hsuan']"
Chih-Fang,None,An Algorithmic Composition Method Of Monophonic Pitches Based On The Frequency Relationship Of Melody Motion,"['Lin, Hsin-Ming', ' Huang, Chih-Fang']"
Chih-Fang,None,DEVELOPING CHINESE STYLE ALGORITHMIC COMPOSITION USING MARKOV CHAINS ‰ЫХ FROM THE CLASSICAL CHINESE-POETRY PERSPECTIVE,"['Ren, Jenny', ' Winsor, Phil', ' Huang, Chih-Fang']"
Chih-Fang,None,THE METHODOLOGY AND RESEARCH OF THE INTERACTIVE INTERMEDIA ART USING THE GYROSCOPE SENSOR FOR SOUND AND VISION,"['Chen, Yi-Tso', ' Huang, Chih-Fang']"
Chikashi,male,DIPS for Linux and Mac OS X,"['Matsuda, Shu', ' Miyama, Chikashi', ' Ando, Daichi', ' Rai, Takayuki']"
Chikashi,male,Introduction of DIPS Programming Technique,"['Miyama, Chikashi', ' Rai, Takayuki', ' Matsuda, Shu', ' Ando, Daichi']"
Chikashi,male,INTRODUCTION OF DIPS3 (VERSION 2) FOR MAX/MSP,"['Rai, Takayuki', ' Miyama, Chikashi', ' Matsuda, Shu', ' Hamano, Takayuki', ' Fukuda, Takuto', ' Morimoto, Yota']"
Chikashi,male,Peacock: A Non-Haptic 3D Performance Interface,"['Miyama, Chikashi']"
Chikashi,male,The SpatDIF library ‰ЫТ Concepts and Practical Applications in Audio Software,"['Schacher, Jan C.', ' Miyama, Chikashi', ' Lossius, Trond']"
Chong-Ho,None,A New Connectionist Model for Associative Retrieval of Harmonic Tunes,"['Yeo, Seong-Won', ' Han, Min-Uk', ' Lee, Chong-Ho']"
Chrisoula,female,TOWARDS THE IMPLEMENTATION OF A GENERIC PLATFORM FOR NETWORKED MUSIC PERFORMANCE: THE DIAMOUSES APPROACH,"['Alexandraki, Chrisoula', ' Koutlemanis, Panayotis', ' Gasteratos, Petros', ' Valsamakis, Nikolas', ' Akoumianakis, Demosthenes', ' Milolidakis, Giannis']"
Chrysanthy,None,Influence of Sensory Interactions between Vision and Audition on the Perceptual Characterisation of Room Acoustics,"['Nathanail, Chrysanthy', ' Lavandier, Catherine', ' Polack, Jean-Dominique', ' Warusfel, Olivier']"
Chryssie,female,An Unconference Unsession On Computer Music Performance,"['Baguyos, Jeremy C', ' Nanou, Chryssie', ' Wetzel, David', ' Boyle, Mcgregor']"
Chryssie,female,For Jean-Claude: [re]Presenting Duet for One Pianist,"['Nanou, Chryssie', ' Hamilton, Robert']"
Chu-Yun,None,Setting up of a self-organised multi-agent system for the creation of sound and visual virtual environments within the framework of a collective interactivity.,"['Chen, Chu-Yun', ' Kiss, Jocelyne']"
Chuck-jee,male,The Effects of Early-Release on Emotion Characteristics and Timbre in Non-Sustaining Musical Instrument Tones,"['Chau, Chuck-jee', ' Wu, Bin', ' Horner, Andrew']"
Chuck-jee,male,The Effects of Pitch and Dynamics on the Emotional Characteristics of Piano Sounds,"['Chau, Chuck-jee', ' Horner, Andrew']"
Chuck-jee,male,"Timbre Features and Music Emotion in Plucked String, Mallet Percussion, and Keyboard Tones","['Chau, Chuck-jee', ' Wu, Bin', ' Horner, Andrew']"
Chung,male,Detection of Random Spectral Alterations of Sustained Musical Instrument Tones in Repeated Note Contexts,"['Lee, Chung', ' Horner, Andrew']"
Chung,male,DISCRIMINATION OF SUSTAINED MUSICAL INSTRUMENT TONES RESYNTHESIZED WITH PIECEWISE-LINEAR APPROXIMATION OF HARMONIC AMPLITUDE ENVELOPES,"['Lee, Chung', ' Horner, Andrew', ' Beauchamp, James', ' Ayers, Lydia']"
Chung,male,Musical Timbre and Emotion: The Identification of Salient Timbral Features in Sustained Musical Instrument Tones Equalized in Attack Time and Spectral Centroid,"['Wu, Bin', ' Horner, Andrew', ' Lee, Chung']"
Chunghsin,male,INTRODUCING ASANNOTATION: A TOOL FOR SOUND ANALYSIS AND ANNOTATION,"['Bogaards, Niels', ' Yeh, Chunghsin', ' Burred, Juan Jos\xc3\xa9']"
Claudy,male,Duration Structure Generation and Recognition in Musical Writing,"['Amiot, Emmanuel', ' Assayag, G\xc3\xa9rard', ' Malherbe, Claudy, Riotte, Andr\xc3\xa9']"
Claudy,male,Functional Integration of Complex Instrumental Sounds in Musical Writing,"['Malherbe, Claudy', ' Assayag, G\xc3\xa9rard', ' Castellengo, Mich\xc3\xa8le']"
ClÌ©o,female,INTERACTIVE COMPOSITION AND IMPROVISATION ON THE HYPER-FLUTE,"['Palacio-Quintin, Cl\xc3\xa9o', ' Zadel, Mark']"
Cristophe,male,"Comparison of Real Trumpet Playing, Latex Model of Lips and Computer Model","['Vergez, Cristophe', ' Rodet, Xavier']"
Cristophe,male,Inversion of a Physical Model of a Trumpet,"['H\xc3\xa9lie, Thomas', ' Vergez, Cristophe', ' Levine, Unknown', ' Rodet, Xavier']"
Da-Lei,None,Mirror Mind: New Possibilities for Overall Interactive Design in New Music-Media Theatre,"['Qin, Yi', ' Fang, Da-Lei', ' Xu, Zhi-Bo', ' Da, Yan']"
Dalei,None,REAL-TIME AUDIO SYNTHESIS IN A WIRELESS INTERACTIVE SENSOR PLATFORM,"['Fang, Dalei', ' Qin, Yi', ' Chen, Qiangbin', ' Lu, Jialiang']"
DamiÌÁn,male,Anchoring In Ubiquitous Musical Activities,"['Keller, Dami\xc3\xa1n', ' Barreiro, Daniel Luis', ' Queiroz, Marcelo', ' Pimenta, Marcelo Soares']"
DamiÌÁn,male,Anitoo: Some Analysis Tools,"['Keller, Dami\xc3\xa1n']"
DamiÌÁn,male,Ecologically grounded multimodal design: The Palafito 1.0 study,"['Keller, Dami\xc3\xa1n', ' Timoney, Joseph', ' Constalonga, Leandro L.', ' Capasso, Ariadna', ' Tinajero, Patricia', ' Lazzarini, Victor', ' Soares Pimenta, Marcelo', ' de Lima, Maria Helena', ' Johann, Marcelo']"
DamiÌÁn,male,Exploring Cognitive Process Through Music Composition,"['Lockhart, Adam', ' Keller, Dami\xc3\xa1n']"
DamiÌÁn,male,Urban Corridor: Accumulation and Interaction as Form-Bearing Process,"['Keller, Dami\xc3\xa1n', ' Capasso, Ariadna', ' Wilson, Scott R.']"
Dani,male,Granular Synthesis of Sound Textures Using Statistical Learning,"['Bar-Joseph, Ziv', ' Lischinski, Dani', ' Werman, Michael', ' Dubnov, Shlomo', ' El-Yaniv, Ran']"
DarniÌÁn,male,Ecologically-based Granular Synthesis,"['Keller, Darni\xc3\xa1n', ' Truax, Barry']"
Daryn,male,The Harmonic Matrix: Exploring the geometry of Pitch,"['Bond, Daryn']"
Dekai,male,Neural Versus Symbolic Rap Battle Bots,"['Wu, Dekai', ' Addanki, Karteek']"
Dharma,male,"Wireless Sensor Networks And Computer Music, Dance And Installation Implementations","['Helmuth, Mara', ' Hyun Jun, Jung', ' Oliveira, Talmai', ' Mostafa, Ahmad', ' Shiota, Kazuaki', ' Mishra, Amitabh', ' Agrawal, Dharma']"
Diemo,male,A Modular Sound Descriptor Analysis Framework For Relaxed-Real-Time Applications,"['Schwarz, Diemo', ' Schnell, Norbert']"
Diemo,male,Alignment of Monophonic and Polyphonic Music to a Score,"['Orio, Nicola', ' Schwarz, Diemo']"
Diemo,male,An XML-based SDIF Stream Relationships Language,"['Wright, Matthew', ' Chaudhary, Amar', ' Freed, Adrian', ' Khoury, Sami', ' Momeni, Ali', ' Schwarz, Diemo', ' Wessel, David']"
Diemo,male,Corpus-Based Transcription as an Approach to the Compositional Control of Timbre,"['Einbond, Aaron', ' Schwarz, Diemo', ' Bresson, Jean']"
Diemo,male,CURRENT RESEARCH IN CONCATENATIVE SOUND SYNTHESIS,"['Schwarz, Diemo']"
Diemo,male,Extensions and Applications of the SDIF Sound Description Interchange Format,"['Schwarz, Diemo', ' Wright, Matthew']"
Diemo,male,Fine-tuned Control of Concatenative Synthesis with CATART Using the BACH Library for MAX,"['Einbond, Aaron', ' Trapani, Christopher', ' Agostini, Andrea', ' Ghisi, Daniele', ' Schwarz, Diemo']"
Diemo,male,FROM BOULEZ TO BALLADS: TRAINING IRCAM'S SCORE FOLLOWER,"['Schwarz, Diemo', ' Cont, Arshia', ' Schnell, Norbert']"
Diemo,male,FTM ‰ЫХ COMPLEX DATA STRUCTURES FOR MAX,"['Schnell, Norbert', ' Borghesi, Riccardo', ' Schwarz, Diemo', ' Bevilacqua, Frederic', ' M\xc3\xbcller, Remy']"
Diemo,male,"Grainstick: A Collaborative, Interactive Sound Installation","['Leslie, Grace', ' Schwarz, Diemo', ' Warusfel, Olivier', ' Bevilacqua, Frederic', ' Zambolin, Bruno', ' Jodlowski, Pierre', ' Schnell, Norbert']"
Diemo,male,HOW MUSICAL ARE IMAGES? FROM SOUND REPRESENTATION TO IMAGE SONIFICATION: AN ECO SYSTEMIC APPROACH,"['Thiebaut, Jean-Baptiste', ' Bello, Juan Pablo', ' Schwarz, Diemo']"
Diemo,male,MuBu and Friends ‰ЫТ Assembling Tools for Content Based Real-Time Interactive Audio Processing in Max/MSP,"['Schnell, Norbert', ' R\xc3\xb6bel, Axel', ' Schwarz, Diemo', ' Peeters, Geoffroy', ' Borghesi, Riccardo']"
